sentence 1,sentence 2,score
"['Het', 'verbaast', 'mij', 'dat', 'Bibi', 'nu', 'nog', '4', 'lelijke', 'foto', ""'s"", 'van', 'Waylon', 'post', 'voor', 'Vaderdag', '.']","['Wat', 'gek', 'dat', 'Bibi', 'vier', ""'onaantrekkelijke"", ""'"", 'foto', ""'s"", 'van', 'Waylon', 'plaatst', 'voor', 'vaderdag', '.']",0.184
"['Het', 'verbaast', 'mij', 'dat', 'Bibi', 'nu', 'nog', '4', 'lelijke', 'foto', ""'s"", 'van', 'Waylon', 'post', 'voor', 'Vaderdag', '.']","['Ik', 'vind', 'het', 'verbazingwekkend', 'dat', 'Bibi', 'ook', 'nog', 'vier', 'oncharmante', 'foto', ""'s"", 'van', 'Waylon', 'plaatst', 'op', 'vaderdag', '.']",0.1718
"['Wat', 'gek', 'dat', 'Bibi', 'vier', ""'onaantrekkelijke"", ""'"", 'foto', ""'s"", 'van', 'Waylon', 'plaatst', 'voor', 'vaderdag', '.']","['Ik', 'vind', 'het', 'verbazingwekkend', 'dat', 'Bibi', 'ook', 'nog', 'vier', 'oncharmante', 'foto', ""'s"", 'van', 'Waylon', 'plaatst', 'op', 'vaderdag', '.']",0.2646
"['dit', 'kan', 'ook', 'serieus', 'nog', 'gevaarlijk', 'zijn', 'ook', 'nog', ',', 'plus', 'ze', 'heeft', 'een', 'kind', 'dat', 'ze', 'weliswaar', 'zelf', 'op', 'instagram', 'gooit', 'maar', 'toch']","['Dit', 'kan', 'serieus', 'gevaarlijk', 'zijn', '.', 'Ze', 'heeft', 'een', 'kind', 'dat', 'ze', 'weliswaar', 'zelf', 'ook', 'laat', 'zien', 'op', 'Instagram', ',', 'maar', 'toch', '.']",0.3172
"['dit', 'kan', 'ook', 'serieus', 'nog', 'gevaarlijk', 'zijn', 'ook', 'nog', ',', 'plus', 'ze', 'heeft', 'een', 'kind', 'dat', 'ze', 'weliswaar', 'zelf', 'op', 'instagram', 'gooit', 'maar', 'toch']","['Deze', 'situatie', 'kan', 'oprecht', 'gevaarlijk', 'zijn', '.', 'Ze', 'plaatst', 'weliswaar', 'zelf', 'zijn', 'foto', ""'s"", 'op', 'Instagram', ',', 'desalniettemin', 'heeft', 'ze', 'een', 'kind', '.']",0.0338
"['dit', 'kan', 'ook', 'serieus', 'nog', 'gevaarlijk', 'zijn', 'ook', 'nog', ',', 'plus', 'ze', 'heeft', 'een', 'kind', 'dat', 'ze', 'weliswaar', 'zelf', 'op', 'instagram', 'gooit', 'maar', 'toch']","['Dit', 'kan', 'behoorlijk', 'riskant', 'zijn', ',', 'bovendien', 'heeft', 'ze', 'een', 'kind', '.', 'Die', 'plaatst', 'ze', 'weliswaar', 'zelf', 'op', 'Instagram', '.']",0.1358
"['Dit', 'kan', 'serieus', 'gevaarlijk', 'zijn', '.', 'Ze', 'heeft', 'een', 'kind', 'dat', 'ze', 'weliswaar', 'zelf', 'ook', 'laat', 'zien', 'op', 'Instagram', ',', 'maar', 'toch', '.']","['Deze', 'situatie', 'kan', 'oprecht', 'gevaarlijk', 'zijn', '.', 'Ze', 'plaatst', 'weliswaar', 'zelf', 'zijn', 'foto', ""'s"", 'op', 'Instagram', ',', 'desalniettemin', 'heeft', 'ze', 'een', 'kind', '.']",0.1962
"['Dit', 'kan', 'serieus', 'gevaarlijk', 'zijn', '.', 'Ze', 'heeft', 'een', 'kind', 'dat', 'ze', 'weliswaar', 'zelf', 'ook', 'laat', 'zien', 'op', 'Instagram', ',', 'maar', 'toch', '.']","['Dit', 'kan', 'behoorlijk', 'riskant', 'zijn', ',', 'bovendien', 'heeft', 'ze', 'een', 'kind', '.', 'Die', 'plaatst', 'ze', 'weliswaar', 'zelf', 'op', 'Instagram', '.']",0.0758
"['Deze', 'situatie', 'kan', 'oprecht', 'gevaarlijk', 'zijn', '.', 'Ze', 'plaatst', 'weliswaar', 'zelf', 'zijn', 'foto', ""'s"", 'op', 'Instagram', ',', 'desalniettemin', 'heeft', 'ze', 'een', 'kind', '.']","['Dit', 'kan', 'behoorlijk', 'riskant', 'zijn', ',', 'bovendien', 'heeft', 'ze', 'een', 'kind', '.', 'Die', 'plaatst', 'ze', 'weliswaar', 'zelf', 'op', 'Instagram', '.']",0.2208
"['hij', 'maakt', 'nu', 'pornovideo', '’', 's', 'met', 'zijn', 'vrouw', 'op', 'onlyfans', 'hahahahahaha']","['Hij', 'maakt', 'nu', 'met', 'zijn', 'vrouw', 'filmmateriaal', 'voor', 'volwassenen', 'op', 'Onlyfans', '.']",0.1109
"['hij', 'maakt', 'nu', 'pornovideo', '’', 's', 'met', 'zijn', 'vrouw', 'op', 'onlyfans', 'hahahahahaha']","['Hij', 'creëert', 'nu', 'pornografische', 'video', ""'s"", 'met', 'zijn', 'echtgenote', 'voor', 'op', 'OnlyFans', '.']",0.0391
"['hij', 'maakt', 'nu', 'pornovideo', '’', 's', 'met', 'zijn', 'vrouw', 'op', 'onlyfans', 'hahahahahaha']","['Momenteel', 'maakt', 'hij', 'pornovideo', ""'s"", 'samen', 'met', 'zijn', 'vrouw', 'voor', 'Onlyfans', 'haha', '.']",0.0914
"['Hij', 'maakt', 'nu', 'met', 'zijn', 'vrouw', 'filmmateriaal', 'voor', 'volwassenen', 'op', 'Onlyfans', '.']","['Hij', 'creëert', 'nu', 'pornografische', 'video', ""'s"", 'met', 'zijn', 'echtgenote', 'voor', 'op', 'OnlyFans', '.']",0.0449
"['Hij', 'maakt', 'nu', 'met', 'zijn', 'vrouw', 'filmmateriaal', 'voor', 'volwassenen', 'op', 'Onlyfans', '.']","['Momenteel', 'maakt', 'hij', 'pornovideo', ""'s"", 'samen', 'met', 'zijn', 'vrouw', 'voor', 'Onlyfans', 'haha', '.']",0.095
"['Hij', 'creëert', 'nu', 'pornografische', 'video', ""'s"", 'met', 'zijn', 'echtgenote', 'voor', 'op', 'OnlyFans', '.']","['Momenteel', 'maakt', 'hij', 'pornovideo', ""'s"", 'samen', 'met', 'zijn', 'vrouw', 'voor', 'Onlyfans', 'haha', '.']",0.0413
"['Wat', 'gaat', 'er', 'in', 'zo', '’', 'n', 'man', 'z', '’', 'n', 'hoofd', 'om', '?', '?']","['Wat', 'gaat', 'er', 'in', 'de', 'hoofd', 'van', 'dergelijke', 'man', 'om', '?']",0.2084
"['Wat', 'gaat', 'er', 'in', 'zo', '’', 'n', 'man', 'z', '’', 'n', 'hoofd', 'om', '?', '?']","['Wat', 'gaat', 'er', 'om', 'in', 'het', 'hoofd', 'van', 'een', 'dergelijke', 'man', '?']",0.0839
"['Wat', 'gaat', 'er', 'in', 'zo', '’', 'n', 'man', 'z', '’', 'n', 'hoofd', 'om', '?', '?']","['Ik', 'vraag', 'me', 'werkelijk', 'af', 'wat', 'er', 'omgaat', 'in', 'het', 'hoofd', 'van', 'dit', 'soort', 'mannen', '.']",0.0162
"['Wat', 'gaat', 'er', 'in', 'de', 'hoofd', 'van', 'dergelijke', 'man', 'om', '?']","['Wat', 'gaat', 'er', 'om', 'in', 'het', 'hoofd', 'van', 'een', 'dergelijke', 'man', '?']",0.1355
"['Wat', 'gaat', 'er', 'in', 'de', 'hoofd', 'van', 'dergelijke', 'man', 'om', '?']","['Ik', 'vraag', 'me', 'werkelijk', 'af', 'wat', 'er', 'omgaat', 'in', 'het', 'hoofd', 'van', 'dit', 'soort', 'mannen', '.']",0.0309
"['Wat', 'gaat', 'er', 'om', 'in', 'het', 'hoofd', 'van', 'een', 'dergelijke', 'man', '?']","['Ik', 'vraag', 'me', 'werkelijk', 'af', 'wat', 'er', 'omgaat', 'in', 'het', 'hoofd', 'van', 'dit', 'soort', 'mannen', '.']",0.1619
"['(', 'daar', 'kijkt', 'toch', 'niemand', 'naar', '?', ')']","['Daar', 'kijkt', 'niemand', 'naar', ',', 'toch', '?']",0.0761
"['(', 'daar', 'kijkt', 'toch', 'niemand', 'naar', '?', ')']","['Daar', 'kijkt', 'niemand', 'naar', '.']",0.069
"['(', 'daar', 'kijkt', 'toch', 'niemand', 'naar', '?', ')']","['Ik', 'geloof', 'niet', 'dat', 'iemand', 'daar', 'naar', 'kijkt', '.']",0.0316
"['Daar', 'kijkt', 'niemand', 'naar', ',', 'toch', '?']","['Daar', 'kijkt', 'niemand', 'naar', '.']",0.4483
"['Daar', 'kijkt', 'niemand', 'naar', ',', 'toch', '?']","['Ik', 'geloof', 'niet', 'dat', 'iemand', 'daar', 'naar', 'kijkt', '.']",0.0285
"['Daar', 'kijkt', 'niemand', 'naar', '.']","['Ik', 'geloof', 'niet', 'dat', 'iemand', 'daar', 'naar', 'kijkt', '.']",0.0316
"['denk', 'ook', 'niet', 'dat', 'hij', 'betrokken', 'gaat', 'zijn', 'bij', 'de', 'opvoeding', 'verder', ',', 'maarrrr', 'ik', 'moet', 'het', 'TMZ', 'artikel', 'nog', 'even', 'lezen']","['Ik', 'denk', 'niet', 'dat', 'hij', 'betrokken', 'gaat', 'zijn', 'bij', 'de', 'opvoeding', ',', 'maar', 'ik', 'moet', 'het', 'TMZ', 'artikel', 'nog', 'lezen', '.']",0.6042
"['denk', 'ook', 'niet', 'dat', 'hij', 'betrokken', 'gaat', 'zijn', 'bij', 'de', 'opvoeding', 'verder', ',', 'maarrrr', 'ik', 'moet', 'het', 'TMZ', 'artikel', 'nog', 'even', 'lezen']","['Ik', 'verwacht', 'dat', 'hij', 'zich', 'niet', 'veel', 'met', 'de', 'opvoeding', 'gaat', 'bemoeien', '.', 'Echter', ',', 'ik', 'heb', 'het', 'TMZ-artikel', 'nog', 'niet', 'gelezen', '.']",0.0311
"['denk', 'ook', 'niet', 'dat', 'hij', 'betrokken', 'gaat', 'zijn', 'bij', 'de', 'opvoeding', 'verder', ',', 'maarrrr', 'ik', 'moet', 'het', 'TMZ', 'artikel', 'nog', 'even', 'lezen']","['Ik', 'denk', 'niet', 'dat', 'hij', 'betrokken', 'gaat', 'zijn', 'bij', 'de', 'opvoeding', ',', 'maar', 'ik', 'moet', 'het', 'TMZ', 'artikel', 'nog', 'lezen', '.']",0.6042
"['Ik', 'denk', 'niet', 'dat', 'hij', 'betrokken', 'gaat', 'zijn', 'bij', 'de', 'opvoeding', ',', 'maar', 'ik', 'moet', 'het', 'TMZ', 'artikel', 'nog', 'lezen', '.']","['Ik', 'verwacht', 'dat', 'hij', 'zich', 'niet', 'veel', 'met', 'de', 'opvoeding', 'gaat', 'bemoeien', '.', 'Echter', ',', 'ik', 'heb', 'het', 'TMZ-artikel', 'nog', 'niet', 'gelezen', '.']",0.0326
"['Ik', 'denk', 'niet', 'dat', 'hij', 'betrokken', 'gaat', 'zijn', 'bij', 'de', 'opvoeding', ',', 'maar', 'ik', 'moet', 'het', 'TMZ', 'artikel', 'nog', 'lezen', '.']","['Ik', 'denk', 'niet', 'dat', 'hij', 'betrokken', 'gaat', 'zijn', 'bij', 'de', 'opvoeding', ',', 'maar', 'ik', 'moet', 'het', 'TMZ', 'artikel', 'nog', 'lezen', '.']",1.0
"['Ik', 'verwacht', 'dat', 'hij', 'zich', 'niet', 'veel', 'met', 'de', 'opvoeding', 'gaat', 'bemoeien', '.', 'Echter', ',', 'ik', 'heb', 'het', 'TMZ-artikel', 'nog', 'niet', 'gelezen', '.']","['Ik', 'denk', 'niet', 'dat', 'hij', 'betrokken', 'gaat', 'zijn', 'bij', 'de', 'opvoeding', ',', 'maar', 'ik', 'moet', 'het', 'TMZ', 'artikel', 'nog', 'lezen', '.']",0.0327
"['Wow', 'ik', 'ga', 'die', 'close-ups', 'echt', 'terugkijken', '@', 'einde', 'net']","['Ik', 'ga', 'de', 'opnames', 'van', 'dichtbij', 'echt', 'terugkijken', '.', 'Die', 'tegen', 'het', 'einde', 'te', 'zien', 'waren', '.']",0.0289
"['Wow', 'ik', 'ga', 'die', 'close-ups', 'echt', 'terugkijken', '@', 'einde', 'net']","['Ik', 'ga', 'de', 'close-ups', 'die', 'plaatsvonden', 'nabij', 'het', 'einde', 'nogmaals', 'afspelen', '.']",0.0241
"['Wow', 'ik', 'ga', 'die', 'close-ups', 'echt', 'terugkijken', '@', 'einde', 'net']","['Ik', 'ga', 'die', 'close-ups', 'aan', 'het', 'einde', 'zojuist', 'zeker', 'herbekijken', '.']",0.1003
"['Ik', 'ga', 'de', 'opnames', 'van', 'dichtbij', 'echt', 'terugkijken', '.', 'Die', 'tegen', 'het', 'einde', 'te', 'zien', 'waren', '.']","['Ik', 'ga', 'de', 'close-ups', 'die', 'plaatsvonden', 'nabij', 'het', 'einde', 'nogmaals', 'afspelen', '.']",0.0731
"['Ik', 'ga', 'de', 'opnames', 'van', 'dichtbij', 'echt', 'terugkijken', '.', 'Die', 'tegen', 'het', 'einde', 'te', 'zien', 'waren', '.']","['Ik', 'ga', 'die', 'close-ups', 'aan', 'het', 'einde', 'zojuist', 'zeker', 'herbekijken', '.']",0.0345
"['Ik', 'ga', 'de', 'close-ups', 'die', 'plaatsvonden', 'nabij', 'het', 'einde', 'nogmaals', 'afspelen', '.']","['Ik', 'ga', 'die', 'close-ups', 'aan', 'het', 'einde', 'zojuist', 'zeker', 'herbekijken', '.']",0.0592
